Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Aylık ortalama net kaç bin TL alıyorsun?,Cinsiyet
8/2/2024 14:19:39,Türkiye,Yarı zamanlı,Remote,1,Junior,Swift,iOS,21 - 30,
8/2/2024 14:20:40,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, Java, C#, Dart, SQL",Backend,101 - 110,
8/2/2024 14:20:51,Türkiye,Tam zamanlı,Remote,2,Junior,"Python, SQL",Data Engineer,31 - 40,
8/2/2024 14:21:06,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Go",Fullstack,51 - 60,
8/2/2024 14:21:06,Türkiye,Tam zamanlı,Remote,5,Senior,Swift,iOS,111 - 120,
8/2/2024 14:21:06,Türkiye,Tam zamanlı,Remote,3,Mid,Hiçbiri,DevOps,31 - 40,
8/2/2024 14:21:06,Türkiye,Tam zamanlı,Office,10,Mid,"HTML/CSS, JavaScript, TypeScript, PHP",Fullstack,51 - 60,
8/2/2024 14:21:07,Türkiye,Tam zamanlı,Remote,4,Senior,"C#, SQL",Backend,81 - 90,
8/2/2024 14:21:51,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 14:21:57,Türkiye,Tam zamanlı,Office,6,Mid,"HTML/CSS, JavaScript, PHP",Project Manager,31 - 40,
8/2/2024 14:22:09,Türkiye,Tam zamanlı,Remote,7,Mid,"HTML/CSS, JavaScript, PHP, SQL",Fullstack,51 - 60,
8/2/2024 14:22:18,Türkiye,Tam zamanlı,Hybrid,0,Junior,"HTML/CSS, JavaScript, TypeScript",Fullstack,21 - 30,
8/2/2024 14:22:32,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 14:22:37,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript, C#, Python",Fullstack,31 - 40,
8/2/2024 14:22:39,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 14:23:03,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, TypeScript, Python, SQL",Fullstack,41 - 50,
8/2/2024 14:23:17,Türkiye,Tam zamanlı,Office,5,Mid,"HTML/CSS, JavaScript, C#",Fullstack,51 - 60,
8/2/2024 14:23:23,Türkiye,Tam zamanlı,Office,3,Mid,"TypeScript, Java, Rust",Fullstack,61 - 70,
8/2/2024 14:23:47,Türkiye,Tam zamanlı,Hybrid,8,Senior,"JavaScript, TypeScript, Java, PHP, C#, Dart, C++",Fullstack,71 - 80,
8/2/2024 14:23:53,Türkiye,Tam zamanlı,Remote,3,Senior,Hiçbiri,DevOps,61 - 70,
8/2/2024 14:24:14,Türkiye,Tam zamanlı,Hybrid,2,Junior,PHP,Backend,21 - 30,
8/2/2024 14:25:05,Türkiye,Tam zamanlı,Remote,1,Junior,Kotlin,Backend,91 - 100,
8/2/2024 14:25:15,Amerika,Tam zamanlı,Remote,5,Architect,"JavaScript, TypeScript",React Native,300 +,
8/2/2024 14:25:26,Türkiye,Tam zamanlı,Remote,5,Senior,SQL,Data Engineer,71 - 80,
8/2/2024 14:25:39,Türkiye,Tam zamanlı,Remote,5,Senior,Swift,iOS,111 - 120,
8/2/2024 14:26:45,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, TypeScript, Java, C#, Python, SQL",Fullstack,21 - 30,
8/2/2024 14:27:00,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Frontend,21 - 30,
8/2/2024 14:27:20,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,41 - 50,
8/2/2024 14:27:36,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, TypeScript, C#, SQL",Fullstack,41 - 50,
8/2/2024 14:28:02,Türkiye,Tam zamanlı,Hybrid,9,Team Lead,"HTML/CSS, JavaScript, TypeScript, Swift, Dart",Frontend,101 - 110,
8/2/2024 14:28:06,Türkiye,Tam zamanlı,Remote,10,Team Lead,Swift,iOS,171 - 180,
8/2/2024 14:28:17,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,11 - 20,
8/2/2024 14:28:41,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, TypeScript, C#, Dart, SQL",Fullstack,81 - 90,
8/2/2024 14:28:45,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Java, Python",Fullstack,51 - 60,
8/2/2024 14:28:58,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 14:29:08,Türkiye,Tam zamanlı,Remote,2,Mid,"TypeScript, C#, SQL",Fullstack,51 - 60,
8/2/2024 14:29:08,Yurtdışı TR hub,Tam zamanlı,Office,11 - 15,Team Lead,"JavaScript, C#",Fullstack,201 - 210,
8/2/2024 14:29:18,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 14:29:35,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"C#, Swift, Objective C, SQL",iOS,101 - 110,
8/2/2024 14:29:38,Türkiye,Tam zamanlı,Hybrid,1,Junior,SQL,Business Analyst,21 - 30,
8/2/2024 14:30:01,Türkiye,Tam zamanlı,Hybrid,1,Junior,Python,ML Engineer,61 - 70,
8/2/2024 14:30:13,Türkiye,Tam zamanlı,Hybrid,10,Mid,"Java, C++",Android,61 - 70,
8/2/2024 14:30:14,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 14:30:58,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 14:31:50,Türkiye,Tam zamanlı,Office,11 - 15,Team Lead,Hiçbiri,Project Manager,91 - 100,
8/2/2024 14:32:03,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 14:32:05,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"HTML/CSS, TypeScript, Java, SQL",Fullstack,141 - 150,
8/2/2024 14:32:11,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Backend,51 - 60,
8/2/2024 14:32:20,Türkiye,Tam zamanlı,Hybrid,2,Junior,"C#, C, C++",Fullstack,31 - 40,
8/2/2024 14:32:31,Türkiye,Tam zamanlı,Hybrid,16 - 20,Architect,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,171 - 180,
8/2/2024 14:32:48,Türkiye,Tam zamanlı,Hybrid,8,Senior,JavaScript,React Native,81 - 90,
8/2/2024 14:33:02,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Go",Backend,31 - 40,
8/2/2024 14:33:31,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,Swift,iOS,71 - 80,
8/2/2024 14:33:34,Türkiye,Tam zamanlı,Remote,2,Mid,"JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 14:33:38,Türkiye,Tam zamanlı,Hybrid,1,Mid,Java,Backend,31 - 40,
8/2/2024 14:34:46,Türkiye,Tam zamanlı,Remote,1,Junior,Java,Backend,11 - 20,
8/2/2024 14:35:09,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 14:35:11,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, Java, C#, C++, SQL",Frontend,11 - 20,
8/2/2024 14:35:25,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 14:35:30,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/2/2024 14:36:00,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, SQL",Fullstack,31 - 40,
8/2/2024 14:36:08,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 14:36:30,Türkiye,Tam zamanlı,Remote,5,Mid,"Java, SQL",Backend,141 - 150,
8/2/2024 14:37:05,Türkiye,Kendi işim,Hybrid,9,Team Lead,"HTML/CSS, Go, PHP, SQL",Backend,161 - 170,
8/2/2024 14:37:24,Türkiye,Tam zamanlı,Remote,7,Team Lead,"TypeScript, C#",Backend,81 - 90,
8/2/2024 14:37:31,Türkiye,Tam zamanlı,Office,10,Engineering Manager,"Java, Kotlin, Swift, Dart",Project Manager,111 - 120,
8/2/2024 14:37:34,Türkiye,Tam zamanlı,Hybrid,1,Junior,TypeScript,React Native,31 - 40,
8/2/2024 14:38:00,Türkiye,Tam zamanlı,Remote,8,Staff Engineer,"Swift, Objective C",iOS,161 - 170,
8/2/2024 14:38:43,Türkiye,Tam zamanlı,Hybrid,3,Mid,"Python, ABAP",Danışmanlık,31 - 40,
8/2/2024 14:38:53,Türkiye,Tam zamanlı,Remote,6,Senior,C#,Backend,91 - 100,
8/2/2024 14:39:11,Türkiye,Tam zamanlı,Remote,5,Mid,"Python, SQL",Data Scientist,61 - 70,
8/2/2024 14:40:07,Türkiye,Tam zamanlı,Remote,3,Senior,"JavaScript, Swift, Dart, SQL",iOS,61 - 70,
8/2/2024 14:40:07,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, C#, SQL",Fullstack,41 - 50,
8/2/2024 14:40:21,Avrupa,Tam zamanlı,Remote,4,Mid,"JavaScript, TypeScript, Java, Kotlin",Fullstack,61 - 70,
8/2/2024 14:40:40,Türkiye,Tam zamanlı,Hybrid,2,Mid,"JavaScript, Java",Fullstack,11 - 20,
8/2/2024 14:41:39,Türkiye,Tam zamanlı,Office,4,Junior,"HTML/CSS, JavaScript, TypeScript, PHP",Frontend,21 - 30,
8/2/2024 14:41:47,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 14:42:28,Türkiye,Tam zamanlı,Hybrid,10,Senior,"JavaScript, TypeScript, C#, SQL",Fullstack,131 - 140,
8/2/2024 14:42:36,Türkiye,Tam zamanlı,Remote,6,Senior,C#,Backend,81 - 90,
8/2/2024 14:43:29,Türkiye,Tam zamanlı,Remote,6,Senior,Swift,iOS,91 - 100,
8/2/2024 14:43:37,Türkiye,Tam zamanlı,Remote,9,Senior,Go,Backend,101 - 110,
8/2/2024 14:44:16,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript",Frontend,71 - 80,
8/2/2024 14:44:18,Türkiye,Tam zamanlı,Office,3,Junior,"Java, Scala",Backend,41 - 50,
8/2/2024 14:44:21,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Go, SQL",Frontend,51 - 60,
8/2/2024 14:44:26,Türkiye,Tam zamanlı,Remote,4,Mid,"JavaScript, TypeScript",React Native,71 - 80,
8/2/2024 14:44:44,Türkiye,Tam zamanlı,Remote,11 - 15,Staff Engineer,"Java, C#",Backend,131 - 140,
8/2/2024 14:45:03,Türkiye,Tam zamanlı,Hybrid,4,Mid,"Python, C++",Backend,51 - 60,
8/2/2024 14:45:52,,Tam zamanlı,Remote,6,Senior,Java,Backend,101 - 110,
8/2/2024 14:46:16,Türkiye,Freelance,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, Python",Fullstack,11 - 20,
8/2/2024 14:46:20,Türkiye,Tam zamanlı,Hybrid,6,Senior,"Java, SQL",Fullstack,121 - 130,
8/2/2024 14:46:33,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",React Native,71 - 80,
8/2/2024 14:47:19,Türkiye,Tam zamanlı,Hybrid,4,Team Lead,"HTML/CSS, JavaScript, C#, SQL",Fullstack,61 - 70,
8/2/2024 14:47:41,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, TypeScript, PHP",Frontend,91 - 100,
8/2/2024 14:48:04,Türkiye,Tam zamanlı,Hybrid,2,Mid,"C#, SQL",Data Scientist,31 - 40,
8/2/2024 14:48:05,Türkiye,Tam zamanlı,Office,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 14:48:52,Türkiye,Tam zamanlı,Hybrid,2,Mid,Swift,iOS,41 - 50,
8/2/2024 14:49:02,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,41 - 50,
8/2/2024 14:49:12,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, TypeScript, Java, SQL",Fullstack,41 - 50,
8/2/2024 14:49:44,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 14:49:57,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, Kotlin, Dart",Flutter,21 - 30,
8/2/2024 14:50:15,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 14:50:23,Türkiye,Yarı zamanlı,Remote,2,Mid,Go,Backend,21 - 30,
8/2/2024 14:50:32,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript",Fullstack,71 - 80,
8/2/2024 14:50:36,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,"HTML/CSS, JavaScript, C#",Fullstack,121 - 130,
8/2/2024 14:50:43,Türkiye,Tam zamanlı,Office,3,Mid,SQL,Business Analyst,51 - 60,
8/2/2024 14:50:45,Türkiye,Tam zamanlı,Hybrid,7,Team Lead,C#,Backend,71 - 80,
8/2/2024 14:50:50,Türkiye,Tam zamanlı,Remote,2,Mid,C#,Backend,31 - 40,
8/2/2024 14:50:50,Türkiye,Tam zamanlı,Remote,1,Junior,C#,Backend,31 - 40,
8/2/2024 14:50:57,Türkiye,Tam zamanlı,Office,3,Mid,"Java, SQL",Backend,41 - 50,
8/2/2024 14:51:11,Yurtdışı TR hub,Tam zamanlı,Remote,3,Junior,TypeScript,React Native,41 - 50,
8/2/2024 14:51:11,Türkiye,Tam zamanlı,Remote,11 - 15,Architect,"Java, Kotlin, Swift, Objective C",Android,161 - 170,
8/2/2024 14:51:20,Türkiye,Tam zamanlı,Office,4,Senior,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/2/2024 14:51:25,Türkiye,Tam zamanlı,Office,3,Mid,"JavaScript, TypeScript, C#, Python",Fullstack,71 - 80,
8/2/2024 14:52:11,Türkiye,Tam zamanlı,Office,0,Junior,"PHP, SQL",IT Specialist,21 - 30,
8/2/2024 14:52:16,Türkiye,Tam zamanlı,Office,2,Mid,"JavaScript, Python",Project Manager,21 - 30,
8/2/2024 14:53:22,Türkiye,Tam zamanlı,Remote,3,Mid,"JavaScript, TypeScript, Java",Fullstack,41 - 50,
8/2/2024 14:53:22,Türkiye,Tam zamanlı,Hybrid,10,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/2/2024 14:53:25,Türkiye,Tam zamanlı,Hybrid,4,Senior,Java,Backend,111 - 120,
8/2/2024 14:54:10,Türkiye,Tam zamanlı,Remote,0,Junior,"JavaScript, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 14:54:25,Türkiye,Tam zamanlı,Office,3,Mid,"C#, Dart, SQL",Flutter,31 - 40,
8/2/2024 14:54:33,Türkiye,Tam zamanlı,Hybrid,6,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 14:55:01,Türkiye,Tam zamanlı,Office,4,Mid,Java,Backend,71 - 80,
8/2/2024 14:55:12,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript, C#, Objective C, SQL, Visual Basic",Fullstack,61 - 70,
8/2/2024 14:55:14,Yurtdışı TR hub,Tam zamanlı,Hybrid,4,Mid,"Java, Go",DevOps,71 - 80,
8/2/2024 14:55:38,Türkiye,Tam zamanlı,Hybrid,4,Mid,"JavaScript, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 14:55:45,Türkiye,Tam zamanlı,Remote,3,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/2/2024 14:55:53,Türkiye,Tam zamanlı,Office,6,Senior,"C, C++",Backend,71 - 80,
8/2/2024 14:55:58,Türkiye,Tam zamanlı,Remote,9,Senior,"Swift, Objective C",iOS,81 - 90,
8/2/2024 14:56:04,Yurtdışı TR hub,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript",Frontend,71 - 80,
8/2/2024 14:56:14,Türkiye,Tam zamanlı,Remote,6,Architect,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,131 - 140,
8/2/2024 14:56:43,Türkiye,Tam zamanlı,Remote,11 - 15,C-Level Manager,"HTML/CSS, JavaScript, TypeScript, Java, C#, Kotlin, Python, C, C++, SQL, R Language",Fullstack,141 - 150,
8/2/2024 14:56:55,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Python",Frontend,51 - 60,
8/2/2024 14:57:09,Türkiye,Tam zamanlı,Office,4,Senior,Hiçbiri,Product Manager,41 - 50,
8/2/2024 14:58:06,Türkiye,Tam zamanlı,Remote,6,Senior,Kotlin,Android,101 - 110,
8/2/2024 14:58:21,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, C#, SQL, Visual Basic",Backend,41 - 50,
8/2/2024 14:58:27,Türkiye,Tam zamanlı,Office,11 - 15,Team Lead,"HTML/CSS, JavaScript, Go, PHP, SQL",Backend,101 - 110,
8/2/2024 14:58:47,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, Java, Python, SQL",Fullstack,61 - 70,
8/2/2024 14:59:29,Avrupa,Tam zamanlı,Hybrid,5,Senior,"HTML/CSS, JavaScript, TypeScript, Java",Frontend,161 - 170,
8/2/2024 14:59:31,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, PHP, C#, SQL",Fullstack,51 - 60,
8/2/2024 15:01:17,Amerika,Tam zamanlı,Remote,6,Senior,C++,Embedded Systems Engineer,51 - 60,
8/2/2024 15:02:02,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Frontend,21 - 30,
8/2/2024 15:03:06,Türkiye,Kendi işim,Office,5,Partner,"HTML/CSS, JavaScript, TypeScript, Java, PHP, C#, C, SQL",Project Manager,251 - 260,
8/2/2024 15:03:07,Türkiye,Tam zamanlı,Office,3,Junior,C#,Game Developer,21 - 30,
8/2/2024 15:03:17,Türkiye,Tam zamanlı,Hybrid,7,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Backend,71 - 80,
8/2/2024 15:03:33,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,51 - 60,
8/2/2024 15:03:34,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, Swift, Dart",Frontend,41 - 50,
8/2/2024 15:03:38,Türkiye,Tam zamanlı,Remote,6,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/2/2024 15:04:41,Türkiye,Tam zamanlı,Remote,5,Senior,"C#, SQL",Backend,61 - 70,
8/2/2024 15:04:54,Türkiye,Tam zamanlı,Hybrid,6,Senior,"C#, SQL",Backend,111 - 120,
8/2/2024 15:05:06,Türkiye,Tam zamanlı,Office,1,Junior,"JavaScript, TypeScript",Frontend,11 - 20,
8/2/2024 15:05:19,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, PHP, SQL",Fullstack,31 - 40,
8/2/2024 15:05:34,Türkiye,Tam zamanlı,Office,9,Senior,"Java, Kotlin",Android,81 - 90,
8/2/2024 15:05:43,Türkiye,Tam zamanlı,Hybrid,1,Junior,"C#, SQL",Backend,31 - 40,
8/2/2024 15:05:52,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, TypeScript, Java, SQL",Fullstack,51 - 60,
8/2/2024 15:07:58,Türkiye,Tam zamanlı,Hybrid,1,Junior,"C#, SQL",Backend,31 - 40,
8/2/2024 15:09:10,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, Java, SQL",Fullstack,131 - 140,
8/2/2024 15:09:26,Yurtdışı TR hub,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Frontend,41 - 50,
8/2/2024 15:09:27,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",React Native,41 - 50,
8/2/2024 15:09:37,Türkiye,Tam zamanlı,Remote,9,Team Lead,"Java, Kotlin, Swift",Fullstack,111 - 120,
8/2/2024 15:10:23,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, PHP",Fullstack,31 - 40,
8/2/2024 15:10:49,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, TypeScript, Java",Fullstack,51 - 60,
8/2/2024 15:11:13,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, Python",Fullstack,61 - 70,
8/2/2024 15:11:21,Türkiye,Tam zamanlı,Remote,2,Mid,C#,Backend,51 - 60,
8/2/2024 15:11:35,Türkiye,Tam zamanlı,Hybrid,3,Mid,Hiçbiri,Product Owner,51 - 60,
8/2/2024 15:11:37,Türkiye,Tam zamanlı,Office,5,Mid,"HTML/CSS, Python, C, SQL",Business Analyst,21 - 30,
8/2/2024 15:12:16,Türkiye,Tam zamanlı,Office,1,Junior,C#,Fullstack,31 - 40,
8/2/2024 15:12:23,Türkiye,Tam zamanlı,Office,1,Junior,"C#, Dart, SQL",Flutter,21 - 30,
8/2/2024 15:12:24,Türkiye,Tam zamanlı,Hybrid,4,Senior,Swift,iOS,71 - 80,
8/2/2024 15:12:37,Türkiye,Tam zamanlı,Remote,11 - 15,Team Lead,ABAP,SAP Developer,111 - 120,
8/2/2024 15:13:14,Türkiye,Tam zamanlı,Remote,10,Team Lead,"C#, SQL, Bash",DevOps,101 - 110,
8/2/2024 15:14:20,Türkiye,Tam zamanlı,Remote,2,Junior,Bash,IT Specialist,21 - 30,
8/2/2024 15:15:00,Türkiye,Tam zamanlı,Office,3,Mid,JavaScript,React Native,41 - 50,
8/2/2024 15:15:09,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",React Native,61 - 70,
8/2/2024 15:15:17,Türkiye,Tam zamanlı,Hybrid,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,91 - 100,
8/2/2024 15:15:25,Türkiye,Tam zamanlı,Remote,7,Senior,"C#, SQL",Backend,101 - 110,
8/2/2024 15:15:45,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,31 - 40,
8/2/2024 15:15:46,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 15:17:15,Avrupa,Tam zamanlı,Remote,3,Junior,"JavaScript, TypeScript",Backend,51 - 60,
8/2/2024 15:18:17,Avrupa,Tam zamanlı,Remote,6,Mid,Swift,iOS,221 - 230,
8/2/2024 15:18:31,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, Java",Backend,101 - 110,
8/2/2024 15:18:32,Türkiye,Tam zamanlı,Hybrid,1,Junior,"Java, SQL",Backend,31 - 40,
8/2/2024 15:18:54,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 15:19:02,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,31 - 40,
8/2/2024 15:19:10,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/2/2024 15:19:29,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#, Swift, SQL, Matlab",Fullstack,31 - 40,
8/2/2024 15:19:34,Türkiye,Tam zamanlı,Remote,2,Junior,"Python, Bash",DevOps,81 - 90,
8/2/2024 15:19:40,Türkiye,Tam zamanlı,Remote,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Backend,71 - 80,
8/2/2024 15:19:51,Türkiye,Tam zamanlı,Remote,6,Senior,"Java, Kotlin",Android,91 - 100,
8/2/2024 15:19:59,Türkiye,Tam zamanlı,Remote,2,Junior,"JavaScript, Python, SQL",Data Engineer,51 - 60,
8/2/2024 15:20:07,Türkiye,Tam zamanlı,Remote,3,Mid,Dart,Flutter,31 - 40,
8/2/2024 15:22:11,Türkiye,Kendi işim,Hybrid,11 - 15,Partner,"HTML/CSS, C#, SQL",Eğitim,300 +,
8/2/2024 15:22:41,Türkiye,Tam zamanlı,Hybrid,20 - 30,Senior,"C#, Rust",Fullstack,81 - 90,
8/2/2024 15:22:46,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, TypeScript, SQL",Fullstack,81 - 90,
8/2/2024 15:23:33,Türkiye,Tam zamanlı,Hybrid,4,Mid,"JavaScript, TypeScript",Frontend,71 - 80,
8/2/2024 15:23:53,Türkiye,Tam zamanlı,Office,0,Junior,C#,Backend,21 - 30,
8/2/2024 15:23:59,Türkiye,Tam zamanlı,Remote,7,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,51 - 60,
8/2/2024 15:24:12,Amerika,Tam zamanlı,Remote,6,Senior,"C, C++",Backend,91 - 100,
8/2/2024 15:25:08,Türkiye,Tam zamanlı,Remote,4,Mid,Swift,iOS,71 - 80,
8/2/2024 15:25:30,Türkiye,Tam zamanlı,Hybrid,2,Mid,Hiçbiri,Manuel Tester,31 - 40,
8/2/2024 15:25:41,Türkiye,Tam zamanlı,Office,1,Junior,Python,Cyber Security Engineer,51 - 60,
8/2/2024 15:26:30,Türkiye,Tam zamanlı,Hybrid,2,Mid,"JavaScript, TypeScript",React Native,51 - 60,
8/2/2024 15:26:59,Amerika,Tam zamanlı,Remote,1,Junior,"JavaScript, TypeScript",Backend,131 - 140,
8/2/2024 15:27:03,Türkiye,Tam zamanlı,Hybrid,4,Mid,"JavaScript, Dart",Flutter,41 - 50,
8/2/2024 15:28:17,Türkiye,Tam zamanlı,Hybrid,2,Junior,Java,Backend,21 - 30,
8/2/2024 15:28:50,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,41 - 50,
8/2/2024 15:29:03,Avrupa,Tam zamanlı,Hybrid,16 - 20,Senior,"JavaScript, TypeScript, Java, Bash",Backend,291 - 300,
8/2/2024 15:29:05,Türkiye,Tam zamanlı,Hybrid,6,Mid,"JavaScript, Java",Fullstack,151 - 160,
8/2/2024 15:29:19,Türkiye,Tam zamanlı,Remote,4,Senior,Java,Backend,81 - 90,
