Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Aylık ortalama net kaç bin TL alıyorsun?,Cinsiyet
8/3/2024 0:05:39,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, Python, SQL",Danışmanlık,21 - 30,
8/3/2024 0:05:40,Türkiye,Tam zamanlı,Hybrid,3,Mid,SQL,Manuel Tester,41 - 50,
8/3/2024 0:05:43,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, Java, SQL, Cobol",Fullstack,41 - 50,
8/3/2024 0:05:54,Türkiye,Tam zamanlı,Hybrid,2,Junior,"JavaScript, Java",Backend,41 - 50,
8/3/2024 0:06:16,Türkiye,Tam zamanlı,Office,2,Junior,"C#, Visual Basic",IT Specialist,31 - 40,
8/3/2024 0:07:46,Türkiye,Tam zamanlı,Hybrid,9,Architect,"C#, SQL",Project Manager,101 - 110,
8/3/2024 0:07:47,Türkiye,Tam zamanlı,Office,2,Mid,C#,Backend,21 - 30,
8/3/2024 0:08:04,Türkiye,Tam zamanlı,Hybrid,5,Senior,"JavaScript, Java",Backend,81 - 90,
8/3/2024 0:08:30,Türkiye,Kendi işim,Office,10,Senior,"JavaScript, TypeScript, Java, Dart",Fullstack,101 - 110,
8/3/2024 0:09:18,Türkiye,Yarı zamanlı,Remote,0,Junior,"HTML/CSS, C#, SQL",Backend,11 - 20,
8/3/2024 0:09:33,Türkiye,Tam zamanlı,Remote,8,Senior,Java,Backend,111 - 120,
8/3/2024 0:10:11,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, PHP, C++, SQL",Project Manager,21 - 30,
8/3/2024 0:12:05,Türkiye,Tam zamanlı,Hybrid,1,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
8/3/2024 0:12:35,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, Go, Python",Fullstack,101 - 110,
8/3/2024 0:12:59,Türkiye,Tam zamanlı,Remote,6,Mid,"JavaScript, TypeScript",Test Automation Engineer,101 - 110,
8/3/2024 0:13:55,Türkiye,Tam zamanlı,,3,Mid,"SQL, Visual Basic",Data Engineer,71 - 80,
8/3/2024 0:14:12,Türkiye,Yarı zamanlı,Remote,0,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,11 - 20,
8/3/2024 0:14:55,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, Java, SQL, Bash",Fullstack,201 - 210,
8/3/2024 0:15:34,Türkiye,Tam zamanlı,Remote,0,Junior,"JavaScript, SQL",Fullstack,31 - 40,
8/3/2024 0:15:41,Türkiye,Tam zamanlı,Remote,3,Mid,"Go, Python, Dart",Flutter,61 - 70,
8/3/2024 0:16:42,Türkiye,Tam zamanlı,Remote,11 - 15,Architect,"Java, C#, SQL",Backend,131 - 140,
8/3/2024 0:17:05,Türkiye,Tam zamanlı,Hybrid,7,Senior,"Java, C#, SQL",Fullstack,131 - 140,
8/3/2024 0:17:09,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, TypeScript, Python, SQL, Bash",Fullstack,71 - 80,
8/3/2024 0:18:06,Türkiye,Tam zamanlı,Hybrid,4,Mid,Java,Product Owner,51 - 60,
8/3/2024 0:18:29,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, Python, Dart, C++, SQL, Visual Basic",Backend,71 - 80,
8/3/2024 0:18:32,Türkiye,Tam zamanlı,Office,3,Mid,"SQL, R Language",Business Analyst,41 - 50,
8/3/2024 0:19:14,Türkiye,Tam zamanlı,Remote,10,Engineering Manager,"JavaScript, TypeScript, C#, Kotlin, Swift",Fullstack,191 - 200,
8/3/2024 0:19:30,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript",React Native,81 - 90,
8/3/2024 0:23:56,Türkiye,Tam zamanlı,Hybrid,8,Senior,"JavaScript, C#",Backend,91 - 100,
8/3/2024 0:24:08,Türkiye,Tam zamanlı,Remote,4,Mid,"TypeScript, C#",Fullstack,61 - 70,
8/3/2024 0:24:40,Türkiye,Tam zamanlı,Hybrid,5,Mid,"HTML/CSS, JavaScript, TypeScript, C#, Dart, SQL, Bash, Visual Basic",Fullstack,31 - 40,
8/3/2024 0:24:52,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, C#, SQL",Backend,31 - 40,
8/3/2024 0:28:06,Türkiye,Tam zamanlı,Remote,5,Senior,Java,Backend,111 - 120,
8/3/2024 0:28:31,Türkiye,Tam zamanlı,Remote,3,Mid,HTML/CSS,Frontend,41 - 50,
8/3/2024 0:30:30,Türkiye,Tam zamanlı,Hybrid,3,Mid,C#,Fullstack,51 - 60,
8/3/2024 0:33:55,Amerika,Tam zamanlı,Remote,6,Senior,"JavaScript, Go, Ruby, Rust, SQL",Backend,300 +,
8/3/2024 0:34:13,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, Java, Swift",Fullstack,51 - 60,
8/3/2024 0:36:08,Avrupa,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, Dart",Frontend,61 - 70,
8/3/2024 0:36:22,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, Java, C#",Backend,71 - 80,
8/3/2024 0:36:37,Türkiye,Tam zamanlı,Remote,2,Mid,"JavaScript, Java",Fullstack,41 - 50,
8/3/2024 0:39:46,Türkiye,Tam zamanlı,Hybrid,4,Senior,ABAP,SAP Developer,101 - 110,
8/3/2024 0:40:37,Türkiye,Tam zamanlı,Hybrid,4,Mid,Java,Fullstack,81 - 90,
8/3/2024 0:41:02,Türkiye,Tam zamanlı,Hybrid,4,Senior,ABAP,SAP Developer,101 - 110,
8/3/2024 0:41:56,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript, TypeScript, Python, Dart",Fullstack,21 - 30,
8/3/2024 0:42:02,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,"C#, SQL",Backend,121 - 130,
8/3/2024 0:44:44,Türkiye,Tam zamanlı,Hybrid,8,Team Lead,"HTML/CSS, JavaScript, C#, SQL",Fullstack,271 - 280,
8/3/2024 0:44:49,Avrupa,Tam zamanlı,Office,6,Team Lead,"HTML/CSS, JavaScript, TypeScript",Project Manager,151 - 160,
8/3/2024 0:46:13,Türkiye,Tam zamanlı,Hybrid,10,Architect,"HTML/CSS, JavaScript, Java, SQL",Fullstack,151 - 160,
8/3/2024 0:46:42,Türkiye,Kendi işim,Remote,11 - 15,Senior,"C#, SQL",Danışmanlık,151 - 160,
8/3/2024 0:47:49,Türkiye,Tam zamanlı,Remote,10,Architect,"TypeScript, Java",Backend,201 - 210,
8/3/2024 0:52:54,Türkiye,Tam zamanlı,Hybrid,8,Senior,C#,Backend,61 - 70,
8/3/2024 0:54:24,Türkiye,Tam zamanlı,Remote,4,Mid,Java,Backend,81 - 90,
8/3/2024 0:54:34,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/3/2024 0:59:00,Türkiye,Tam zamanlı,Remote,2,Senior,"Python, Bash",IT Specialist,61 - 70,
8/3/2024 1:01:09,Amerika,Tam zamanlı,Remote,20 - 30,Mid,"HTML/CSS, JavaScript",Fullstack,21 - 30,
8/3/2024 1:01:48,Türkiye,Tam zamanlı,Office,20 - 30,C-Level Manager,"HTML/CSS, JavaScript, TypeScript, C#, Python, Dart, SQL, Bash, Visual Basic",Project Manager,221 - 230,
8/3/2024 1:03:05,Türkiye,Tam zamanlı,Office,4,Mid,"HTML/CSS, JavaScript",Frontend,71 - 80,
8/3/2024 1:04:56,Türkiye,Tam zamanlı,Remote,5,Mid,JavaScript,Frontend,71 - 80,
8/3/2024 1:07:02,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, C#",Fullstack,71 - 80,
8/3/2024 1:10:49,Türkiye,Tam zamanlı,Remote,3,Junior,Hiçbiri,Business Analyst,61 - 70,
8/3/2024 1:10:58,Türkiye,Tam zamanlı,Hybrid,16 - 20,Senior,"HTML/CSS, JavaScript, TypeScript, Java, PHP, C#, Kotlin, Python",Fullstack,81 - 90,
8/3/2024 1:11:03,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, TypeScript, C#, SQL",Fullstack,51 - 60,
8/3/2024 1:12:11,Türkiye,Tam zamanlı,Office,0,Junior,Java,Backend,21 - 30,
8/3/2024 1:15:51,Türkiye,Tam zamanlı,Remote,5,Team Lead,Java,Test Automation Engineer,71 - 80,
8/3/2024 1:18:52,Türkiye,Tam zamanlı,Office,2,Junior,Java,Backend,21 - 30,
8/3/2024 1:19:05,Türkiye,Tam zamanlı,Hybrid,11 - 15,Architect,"HTML/CSS, SQL",Business Analyst,121 - 130,
8/3/2024 1:19:43,Yurtdışı TR hub,Kendi işim,Office,6,Senior,"PHP, Python, Dart",Fullstack,91 - 100,
8/3/2024 1:19:58,Türkiye,Tam zamanlı,Office,1,Junior,"JavaScript, TypeScript",Backend,21 - 30,
8/3/2024 1:21:12,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript",Frontend,61 - 70,
8/3/2024 1:22:47,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, Java, Python, SQL",Fullstack,51 - 60,
8/3/2024 1:23:30,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, C#",Backend,21 - 30,
8/3/2024 1:26:08,Türkiye,Tam zamanlı,Remote,20 - 30,Team Lead,"HTML/CSS, JavaScript",React Native,91 - 100,
8/3/2024 1:28:03,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, Java, SQL",Fullstack,31 - 40,
8/3/2024 1:28:15,Türkiye,Tam zamanlı,Office,11 - 15,Team Lead,"C, Matlab",Embedded Systems Engineer,201 - 210,
8/3/2024 1:29:34,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, TypeScript, Java, SQL",Fullstack,101 - 110,
8/3/2024 1:34:41,Türkiye,Tam zamanlı,Office,1,Junior,"JavaScript, TypeScript",Frontend,31 - 40,
8/3/2024 1:34:42,Türkiye,Tam zamanlı,Remote,7,Team Lead,"HTML/CSS, JavaScript, C#, SQL",Backend,101 - 110,
8/3/2024 1:36:30,Türkiye,Tam zamanlı,Remote,8,Senior,JavaScript,Fullstack,51 - 60,
8/3/2024 1:38:32,Türkiye,Tam zamanlı,Hybrid,10,Team Lead,JavaScript,Frontend,71 - 80,
8/3/2024 1:44:57,Türkiye,Tam zamanlı,Hybrid,2,Mid,C#,Backend,31 - 40,
8/3/2024 1:52:23,Türkiye,Tam zamanlı,Remote,6,Senior,C#,Backend,71 - 80,
8/3/2024 1:53:37,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,121 - 130,
8/3/2024 1:54:18,Yurtdışı TR hub,Yarı zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript, Ruby",Frontend,41 - 50,
8/3/2024 1:54:29,Türkiye,Tam zamanlı,Hybrid,16 - 20,Team Lead,Java,Fullstack,151 - 160,
8/3/2024 1:59:54,Türkiye,Tam zamanlı,Hybrid,6,Team Lead,"HTML/CSS, JavaScript, C#, SQL",Fullstack,61 - 70,
8/3/2024 2:00:08,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,51 - 60,
8/3/2024 2:02:05,Türkiye,Yarı zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, C#",Fullstack,51 - 60,
8/3/2024 2:07:20,Türkiye,Tam zamanlı,Remote,7,Senior,"HTML/CSS, JavaScript, Java, Python",Manuel Tester,51 - 60,
8/3/2024 2:09:31,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,81 - 90,
8/3/2024 2:12:39,Türkiye,Tam zamanlı,Office,20 - 30,Junior,"Java, PHP, SQL",Data Engineer,61 - 70,
8/3/2024 2:13:28,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,71 - 80,
8/3/2024 2:15:03,Türkiye,Tam zamanlı,Hybrid,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, PHP, C#, Python, C, C++, SQL",Fullstack,41 - 50,
8/3/2024 2:15:05,Amerika,Tam zamanlı,Remote,3,Junior,Dart,Flutter,111 - 120,
8/3/2024 2:17:52,Türkiye,Tam zamanlı,Remote,3,Mid,"Python, C, C++, Matlab",Embedded Systems Engineer,91 - 100,
8/3/2024 2:18:58,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript",Frontend,61 - 70,
8/3/2024 2:21:28,Türkiye,Tam zamanlı,Remote,3,Mid,C#,Frontend,71 - 80,
8/3/2024 2:22:12,Türkiye,Tam zamanlı,Hybrid,2,Junior,"HTML/CSS, JavaScript, TypeScript, Kotlin",React Native,31 - 40,
8/3/2024 2:24:04,Türkiye,Tam zamanlı,Hybrid,1,Junior,JavaScript,React Native,21 - 30,
8/3/2024 2:26:08,Türkiye,Tam zamanlı,Hybrid,16 - 20,Team Lead,"HTML/CSS, JavaScript, TypeScript, Java, C#, Python",Fullstack,121 - 130,
8/3/2024 2:27:25,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, TypeScript, Python, SQL",Frontend,11 - 20,
8/3/2024 2:32:12,Amerika,Tam zamanlı,Remote,10,Senior,"JavaScript, TypeScript, Java, SQL",Fullstack,221 - 230,
8/3/2024 2:34:29,Türkiye,Tam zamanlı,Remote,5,Senior,Dart,Flutter,71 - 80,
8/3/2024 2:51:28,Avrupa,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,81 - 90,
8/3/2024 2:55:56,Türkiye,Tam zamanlı,Hybrid,8,Senior,"C#, C++",Game Developer,91 - 100,
8/3/2024 3:05:58,Türkiye,Tam zamanlı,Hybrid,5,Senior,Python,Backend,71 - 80,
8/3/2024 3:13:37,Türkiye,Tam zamanlı,Hybrid,11 - 15,Engineering Manager,C#,Fullstack,171 - 180,
8/3/2024 3:26:02,Türkiye,Tam zamanlı,Office,4,Mid,Java,Backend,71 - 80,
8/3/2024 3:29:43,Türkiye,Tam zamanlı,Remote,2,Junior,SQL,Data Engineer,21 - 30,
8/3/2024 4:04:33,Türkiye,Tam zamanlı,Remote,3,Mid,Java,Fullstack,81 - 90,
8/3/2024 4:13:24,Türkiye,Tam zamanlı,Remote,2,Mid,ABAP,SAP Developer,41 - 50,
8/3/2024 4:22:25,Türkiye,Tam zamanlı,Office,4,Mid,Hiçbiri,Manuel Tester,71 - 80,
8/3/2024 4:22:37,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/3/2024 4:22:41,Yurtdışı TR hub,Tam zamanlı,Hybrid,8,Senior,Hiçbiri,Manuel Tester,101 - 110,
8/3/2024 4:26:07,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/3/2024 4:42:52,Türkiye,Yarı zamanlı,Hybrid,5,Mid,"HTML/CSS, JavaScript, TypeScript, Python",Frontend,61 - 70,
8/3/2024 4:50:09,Türkiye,Tam zamanlı,Remote,3,Mid,"Java, SQL",Backend,71 - 80,
8/3/2024 4:51:31,Türkiye,Tam zamanlı,Remote,4,Mid,"Go, Swift",iOS,111 - 120,
8/3/2024 5:15:50,Türkiye,Tam zamanlı,Office,2,Junior,Hiçbiri,Business Analyst,31 - 40,
8/3/2024 5:16:29,Türkiye,Tam zamanlı,Remote,3,Mid,Swift,iOS,51 - 60,
8/3/2024 5:42:40,Türkiye,Tam zamanlı,Hybrid,10,Senior,"Go, PHP",Backend,61 - 70,
8/3/2024 5:52:06,Amerika,Tam zamanlı,Hybrid,3,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,231 - 240,
8/3/2024 6:15:12,Türkiye,Yarı zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Go, C#, Python, C, Matlab",Fullstack,11 - 20,
8/3/2024 6:23:32,Türkiye,Tam zamanlı,Remote,5,Senior,Kotlin,Android,111 - 120,
8/3/2024 6:29:47,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Backend,21 - 30,
8/3/2024 6:47:21,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript, C#",Fullstack,21 - 30,
8/3/2024 6:55:23,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, Java",Fullstack,61 - 70,
8/3/2024 7:15:50,Türkiye,Tam zamanlı,Remote,2,Junior,Dart,Flutter,41 - 50,
8/3/2024 7:26:47,Türkiye,Tam zamanlı,Hybrid,1,Junior,Hiçbiri,Danışmanlık,11 - 20,
8/3/2024 7:41:20,Türkiye,Tam zamanlı,Remote,5,Senior,"HTML/CSS, JavaScript, TypeScript, Java, SQL",Fullstack,81 - 90,
8/3/2024 7:50:58,Türkiye,Tam zamanlı,Remote,5,Team Lead,Java,Fullstack,81 - 90,
8/3/2024 7:52:15,Türkiye,Tam zamanlı,Remote,7,Senior,"Go, PHP",Backend,131 - 140,
8/3/2024 7:53:29,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,C#,Backend,71 - 80,
8/3/2024 8:04:19,Türkiye,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript",Frontend,81 - 90,
8/3/2024 8:10:44,Türkiye,Tam zamanlı,Remote,1,Junior,"HTML/CSS, JavaScript",Frontend,41 - 50,
8/3/2024 8:16:17,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, C#",Frontend,51 - 60,
8/3/2024 8:24:51,Türkiye,Tam zamanlı,Hybrid,7,Senior,"SQL, Hiçbiri",Frontend,61 - 70,
8/3/2024 8:25:36,Türkiye,Tam zamanlı,Office,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,41 - 50,
8/3/2024 8:28:59,Türkiye,Tam zamanlı,Remote,6,Senior,"JavaScript, C#, SQL",Fullstack,81 - 90,
8/3/2024 8:31:07,Türkiye,Tam zamanlı,Office,1,Junior,"Python, SQL",Data Scientist,41 - 50,
8/3/2024 8:31:23,Türkiye,Tam zamanlı,Remote,6,Senior,Swift,iOS,111 - 120,
8/3/2024 8:35:35,Türkiye,Tam zamanlı,Remote,2,Mid,"HTML/CSS, JavaScript, TypeScript, Python",Fullstack,51 - 60,
8/3/2024 8:37:52,Türkiye,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/3/2024 8:52:11,Türkiye,Tam zamanlı,Office,0,Junior,C#,Backend,21 - 30,
8/3/2024 8:58:52,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/3/2024 9:00:45,Türkiye,Tam zamanlı,Remote,3,Senior,"HTML/CSS, JavaScript, Java, SQL, Cobol",Fullstack,101 - 110,
8/3/2024 9:01:13,Türkiye,Tam zamanlı,Hybrid,11 - 15,Team Lead,C#,Backend,121 - 130,
8/3/2024 9:01:53,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",Fullstack,41 - 50,
8/3/2024 9:07:20,Türkiye,Tam zamanlı,Hybrid,6,Senior,"Java, SQL",Backend,91 - 100,
8/3/2024 9:08:09,Türkiye,Tam zamanlı,Hybrid,16 - 20,Team Lead,"HTML/CSS, JavaScript, Java, SQL",Backend,81 - 90,
8/3/2024 9:20:07,Türkiye,Tam zamanlı,Remote,10,Senior,"JavaScript, TypeScript",Fullstack,81 - 90,
8/3/2024 9:24:14,Amerika,Kendi işim,Remote,10,Senior,"HTML/CSS, JavaScript, TypeScript, Go, C#",Fullstack,300 +,
8/3/2024 9:26:05,Türkiye,Tam zamanlı,Remote,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,31 - 40,
8/3/2024 9:32:46,Türkiye,Tam zamanlı,Office,11 - 15,Architect,"Java, C#, Kotlin, Scala, Python",Data Scientist,151 - 160,
8/3/2024 9:33:04,Türkiye,Tam zamanlı,Hybrid,16 - 20,Architect,Hiçbiri,Project Manager,151 - 160,
8/3/2024 9:33:36,Türkiye,Tam zamanlı,Office,11 - 15,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,31 - 40,
8/3/2024 9:38:59,Yurtdışı TR hub,Tam zamanlı,Remote,11 - 15,Senior,"HTML/CSS, JavaScript, C#, SQL",Backend,61 - 70,
8/3/2024 9:44:29,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, C#, SQL",Backend,81 - 90,
8/3/2024 9:45:11,Türkiye,Tam zamanlı,Office,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,81 - 90,
8/3/2024 9:47:03,Türkiye,Tam zamanlı,Hybrid,0,Junior,C#,Backend,21 - 30,
8/3/2024 10:03:31,Yurtdışı TR hub,Tam zamanlı,Remote,16 - 20,Staff Engineer,"TypeScript, Java, Kotlin, Python",Fullstack,161 - 170,
8/3/2024 10:06:07,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript, TypeScript",Fullstack,41 - 50,
8/3/2024 10:12:22,Türkiye,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript, Python, SQL",Fullstack,21 - 30,
8/3/2024 10:20:59,Türkiye,Tam zamanlı,Remote,5,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,71 - 80,
8/3/2024 10:24:04,Türkiye,Tam zamanlı,Hybrid,4,Mid,Java,Fullstack,81 - 90,
8/3/2024 10:33:02,Türkiye,Tam zamanlı,Hybrid,3,Mid,"Java, Kotlin",Android,51 - 60,
8/3/2024 10:34:38,Türkiye,Tam zamanlı,Office,3,Mid,Hiçbiri,Product Manager,61 - 70,
8/3/2024 10:38:29,Avrupa,Tam zamanlı,Remote,2,Junior,"JavaScript, TypeScript",React Native,141 - 150,
8/3/2024 10:38:58,Türkiye,Tam zamanlı,Remote,10,Team Lead,"HTML/CSS, JavaScript, TypeScript, PHP, C#, SQL",Backend,101 - 110,
8/3/2024 10:40:46,Türkiye,Tam zamanlı,Hybrid,6,Senior,"Python, SQL, Bash",Data Engineer,111 - 120,
8/3/2024 10:42:20,Türkiye,Tam zamanlı,Hybrid,1,Junior,"HTML/CSS, TypeScript, Java",Backend,21 - 30,
8/3/2024 10:42:57,Türkiye,Tam zamanlı,Hybrid,16 - 20,Senior,C#,Backend,91 - 100,
8/3/2024 10:43:20,Amerika,Tam zamanlı,Remote,4,Mid,Dart,Flutter,191 - 200,
8/3/2024 10:53:22,Avrupa,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, TypeScript, SQL",Fullstack,51 - 60,
8/3/2024 10:54:33,Türkiye,Tam zamanlı,Hybrid,3,Mid,"JavaScript, TypeScript, Java, Go",Fullstack,121 - 130,
8/3/2024 11:01:37,Türkiye,Tam zamanlı,Remote,2,Mid,Dart,Flutter,21 - 30,
8/3/2024 11:02:33,Türkiye,Tam zamanlı,Remote,4,Senior,"HTML/CSS, JavaScript, Java",Fullstack,81 - 90,
8/3/2024 11:04:05,Türkiye,Tam zamanlı,Office,2,Junior,"HTML/CSS, JavaScript, C#, Swift, SQL",Embedded Systems Engineer,61 - 70,
8/3/2024 11:14:15,Türkiye,Tam zamanlı,Remote,8,Senior,"HTML/CSS, JavaScript, C#",Fullstack,101 - 110,
8/3/2024 11:14:17,Türkiye,Tam zamanlı,Office,2,Team Lead,"HTML/CSS, TypeScript, C#, SQL",Fullstack,11 - 20,
8/3/2024 11:31:04,Avrupa,Tam zamanlı,Hybrid,5,Senior,"HTML/CSS, JavaScript, TypeScript",React Native,111 - 120,
8/3/2024 11:32:51,Türkiye,Tam zamanlı,Hybrid,2,Mid,Hiçbiri,UI/UX Designer,41 - 50,
8/3/2024 11:34:32,Türkiye,Tam zamanlı,Remote,3,Mid,JavaScript,Frontend,61 - 70,
8/3/2024 11:39:08,Türkiye,Tam zamanlı,Hybrid,2,Mid,Hiçbiri,Business Analyst,41 - 50,
8/3/2024 11:39:24,Türkiye,Tam zamanlı,Hybrid,10,Senior,"Python, SQL",Data Engineer,91 - 100,
8/3/2024 11:42:58,Türkiye,Tam zamanlı,Remote,8,Team Lead,"HTML/CSS, JavaScript, C#, SQL, Visual Basic",Backend,71 - 80,
8/3/2024 11:48:48,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,111 - 120,
8/3/2024 11:52:02,Türkiye,Tam zamanlı,Office,2,Mid,"HTML/CSS, JavaScript",Frontend,81 - 90,
8/3/2024 12:05:45,Türkiye,Tam zamanlı,Office,3,Mid,C#,Game Developer,61 - 70,
8/3/2024 12:07:42,Türkiye,Tam zamanlı,Office,6,Team Lead,"HTML/CSS, JavaScript, TypeScript, SQL",DevOps,61 - 70,
8/3/2024 12:11:17,Türkiye,Tam zamanlı,Remote,2,Mid,Java,Backend,61 - 70,
8/3/2024 12:15:05,Türkiye,Tam zamanlı,Remote,2,Junior,"JavaScript, Java, Kotlin, SQL",Backend,41 - 50,
8/3/2024 12:19:45,Türkiye,Freelance,Remote,20 - 30,Junior,"Cobol, Perl",Flutter,11 - 20,
8/3/2024 12:20:03,Türkiye,Tam zamanlı,Hybrid,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/3/2024 12:22:58,Türkiye,Tam zamanlı,Remote,4,Mid,C#,Backend,71 - 80,
8/3/2024 12:32:31,Türkiye,Tam zamanlı,Office,1,Junior,"HTML/CSS, JavaScript, SQL",Fullstack,21 - 30,
8/3/2024 12:36:16,Avrupa,Tam zamanlı,Remote,2,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/3/2024 12:40:12,Türkiye,Tam zamanlı,Remote,3,Senior,Java,SAP Developer,51 - 60,
8/3/2024 12:44:00,Türkiye,Tam zamanlı,Hybrid,7,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,61 - 70,
8/3/2024 12:45:16,Türkiye,Tam zamanlı,Remote,2,Mid,Swift,iOS,51 - 60,
8/3/2024 12:45:35,Türkiye,Tam zamanlı,Remote,6,Mid,"HTML/CSS, JavaScript, TypeScript",Fullstack,101 - 110,
8/3/2024 12:47:36,Türkiye,Tam zamanlı,Hybrid,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,51 - 60,
8/3/2024 12:50:56,Türkiye,Freelance,Remote,0,Junior,"HTML/CSS, JavaScript, TypeScript",Fullstack,0 - 10,
8/3/2024 12:54:03,Yurtdışı TR hub,Yarı zamanlı,Remote,0,Junior,Swift,iOS,11 - 20,
8/3/2024 12:56:40,Türkiye,Tam zamanlı,Hybrid,5,Mid,"C#, SQL",Backend,51 - 60,
8/3/2024 12:58:57,Yurtdışı TR hub,Tam zamanlı,Remote,3,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,61 - 70,
8/3/2024 13:02:50,Türkiye,Tam zamanlı,Remote,10,Senior,"HTML/CSS, JavaScript, TypeScript, C#",Backend,51 - 60,
8/3/2024 13:04:47,Türkiye,Tam zamanlı,Office,1,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,21 - 30,
